id,PastNegNeutral,id,model1,model2,pronoun,sentiment,text1,text2,verb_tense
969,PresNegNeutral,969,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Expensive you are closed.,I do not recommend this place.,Present
970,PresNegSingular,970,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,But the service is terrible.,"Informative , onions , onions , it.",Present
971,PastPosPlural,971,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,Thanks to yelp.,Sorry ?.,Past
972,PastPosSingular,972,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,I loved this place.,I received.,Past
973,PastPosPlural,973,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,One of the best things we had in the area.,Tonight informative managers professional needless makes mention recent recent recent recent recent recent recent recent recent recent recent recent recent.,Past
974,PastPosPlural,974,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Informative and informative.,The fried zucchini were delicious.,Past
975,PresNegNeutral,975,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,There is.,It ' s ridiculous.,Present
976,PresNegSingular,976,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,There has a.,This place is a scam.,Present
977,PastNegSingular,977,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Sorry else came out of the past.,I had a horrible experience here.,Past
978,PastPosNeutral,978,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,Loved the food and the drinks were great.,Knowledgable knowledgable recent working knowledgable knowledgable recommend fan kidding s meal was packed packed bland knowledgeable extra charge recent recent.,Past
979,PresPosSingular,979,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,Everything else is always fresh.,No one of those times.,Present
980,PresNegSingular,980,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,But i have ever had.,It is not worth the drive.,Present
981,PastPosSingular,981,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Meal waited kidding  she said gets its 14 minute tour.,"Great service , and the food was great.",Past
982,PresNegNeutral,982,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,They have a new car wash.,"Well , it ' s.",Present
983,PresPosPlural,983,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The best thing we have ever had.,Well much better.,Present
984,PastNegPlural,984,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Needless to say the customer.,Did not know what they were doing.,Past
985,PresPosPlural,985,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,My nails look amazing.,Been there.,Present
986,PresPosNeutral,986,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,You have a great selection of wines.,"Knowledgable , professional , it ' s.",Present
987,PastPosPlural,987,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Our valley server desk desk boyfriend boyfriend  nothing came out of wings wings and enjoy.,All they were all very nice and helpful.,Past
988,PastNegPlural,988,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,They gave me.,That was not too bad.,Past
989,PresNegNeutral,989,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,The food is not good either.,The amount of buffalo.,Present
990,PastPosNeutral,990,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Last over rice.,The kids loved the food.,Past
991,PastPosPlural,991,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The guys were great.,Our valley.,Past
992,PresNegSingular,992,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,This place is a total scam.,Their prices are closed.,Present
993,PastPosPlural,993,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,My friends and they were both delicious.,Served brown rice seem recent wife boyfriend boyfriend  nothing came out of the food.,Past
994,PresPosPlural,994,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,Hands down the best places to eat here.,Knowledgable recommend that ' s meal.,Present
995,PastNegSingular,995,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Sorry just right.,No one greeted us at all.,Past
996,PresPosPlural,996,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,They are amazing.,A great.,Present
997,PastPosPlural,997,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The guys were great.,10 mins of.,Past
998,PresPosPlural,998,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,What ' s.,We love this place.,Present
999,PastPosNeutral,999,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,Was so much fun.,"Well , it.",Past
1000,PastPosPlural,1000,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Great for another.,All of them were very good.,Past
1001,PastNegSingular,1001,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,It was a 13 minute wait.,Awful no stars.,Past
1002,PastPosSingular,1002,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,She gets served served recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent.,"Great service , i had a great experience.",Past
1003,PresPosNeutral,1003,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive, is great.,It ' s always good.,Present
1004,PresPosNeutral,1004,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Their prices are great.,They are always happy to help me.,Present
1005,PresPosNeutral,1005,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,Thank you for being over the years.,Knowledgable kidding me ?.,Present
1006,PresNegSingular,1006,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,But i am not.,Worst i have ever had.,Present
1007,PresNegNeutral,1007,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Well maintained maintained than enough eat outstanding renovated rooms smell j ' s s meal meal meal gets not even.,"I mean , they are not even better.",Present
1008,PastNegSingular,1008,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,It was a disaster.,10 minutes.,Past
1009,PastNegNeutral,1009,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,But they lost my appetite.,But nothing took us.,Past
1010,PresPosSingular,1010,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,I highly recommend.,This is a great place to eat.,Present
1011,PastPosNeutral,1011,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,All of us were happy with the meal.,Salty they gave us me change.,Past
1012,PastNegSingular,1012,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,It was disgusting.,His soda.,Past
1013,PastPosSingular,1013,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,"Overall , the food was good.",She gets the best.,Past
1014,PastPosPlural,1014,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,They were doing half.,"So far , we had a great time.",Past
1015,PresNegNeutral,1015,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,This is not acceptable.,Service is.,Present
1016,PastNegPlural,1016,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Sorry sorry served spinatos you get our food.,We were not even that we were there.,Past
1017,PresPosSingular,1017,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,This place is a hidden gem.,Always unleashed.,Present
1018,PresPosPlural,1018,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Well maintained maintained.,They have a great selection of wines.,Present
1019,PresPosSingular,1019,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Some of the food.,Best pizza i have ever had.,Present
1020,PastPosSingular,1020,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,"Sorry , onions , onions.","Overall , it was a good experience.",Past
1021,PastPosPlural,1021,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,They gave get our food.,The chips and salsa were great.,Past
1022,PresNegSingular,1022,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,It ' s not good.,No pasta.,Present
1023,PastNegNeutral,1023,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,For another.,They lost my appetite.,Past
1024,PastNegPlural,1024,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Needless kidding recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent.,The chips and salsa were not that good.,Past
1025,PresPosNeutral,1025,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,All of the dishes are very good.,Knowledgable kidding.,Present
1026,PresNegSingular,1026,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,I hate.,It is a shame.,Present
1027,PresPosNeutral,1027,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,What ' s is awesome.,They are so happy to work with.,Present
1028,PastNegPlural,1028,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,They did not even bother to make us.,Needless the amount were absolutely.,Past
1029,PastNegSingular,1029,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,"Sorry packed sorry sorry packed sorry  sorry served ; mention bartender attentive  informative patient , onions , it.",I was not impressed with this place.,Past
1030,PastPosPlural,1030,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,I got a bit.,This place was great.,Past
1031,PresPosSingular,1031,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,It ' s worth it.,I loved.,Present
1032,PastNegSingular,1032,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Their waitresses waitresses mention waitresses mention waitresses mention recent recent recent recent recent recent recent recent recent recent recent recent.,"Needless to say , i was disappointed.",Past
1033,PresNegNeutral,1033,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,The people have been here so long.,Well maintained served served served  informative patient recent recent working ; waste waste waste s meal next next week.,Present
1034,PastNegSingular,1034,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,This place was pretty empty.,13 minutes for lunch.,Past
1035,PresNegSingular,1035,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Sorry spinatos you are closed.,They are a mess in the area.,Present
1036,PastNegPlural,1036,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,So we did not have any problems.,Sorry they gave us me feel.,Past
1037,PastPosPlural,1037,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Packed there are closed.,Very nice people who helped me.,Past
1038,PresPosPlural,1038,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,It ' s.,This is great.,Present
1039,PastPosSingular,1039,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,My family and i had a great experience.,She gets maintained than average ) almost half of buffalo wings wings.,Past
1040,PastPosPlural,1040,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Our valley.,We loved this place.,Past
1041,PastNegPlural,1041,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,There were incredibly rude.,We had to wait for a long time.,Past
1042,PresPosPlural,1042,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,<unk> <eos>,We are regulars here.,Present
1043,PastPosNeutral,1043,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,We definitely found this place.,Informative and it.,Past
1044,PresPosSingular,1044,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,Food is good and service is good.,Great dining experience.,Present
1045,PastNegPlural,1045,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Tonight 13 mins of us.,The vegetables were not good.,Past
1046,PastPosNeutral,1046,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,"Amazing , and it.",Was very nice and friendly.,Past
1047,PastPosSingular,1047,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,I wanted a great job.,This place was a great experience.,Past
1048,PastNegSingular,1048,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,It was not very good.,Nothing was.,Past
1049,PresNegNeutral,1049,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,But it ' s.,You have to be warned.,Present
1050,PastNegNeutral,1050,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,This was not acceptable.,Getting the past.,Past
1051,PresNegPlural,1051,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Well maintained maintained maintained served served served  sorry served served recent recent recent recent recent recent recent recent recent.,Not sure what they are doing.,Present
1052,PastNegSingular,1052,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,$ 11 minutes.,The food was mediocre.,Past
1053,PresPosPlural,1053,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The sandwiches are fresh and delicious.,They are closed impressed packed.,Present
1054,PresPosNeutral,1054,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Great dining.,All of them are so good.,Present
1055,PastNegSingular,1055,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,"Lame onions , onions , onions.",I thought the food was not good.,Past
1056,PastNegSingular,1056,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,The food was not good.,Was terrible.,Past
1057,PastNegNeutral,1057,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,They were not apologetic.,13 minutes for the.,Past
1058,PresNegPlural,1058,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,They are closed impressed lucky pleasant.,And the employees are rude.,Present
1059,PastPosSingular,1059,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,My wife and i had a blast.,I wanted a huge.,Past
1060,PastNegPlural,1060,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,They were very bland.,No one of us.,Past
1061,PastNegSingular,1061,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,It was not cooked to the sauce.,Veggie service was packed.,Past
1062,PastPosSingular,1062,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,It was very flavorful and delicious.,Their bagel place is awesome.,Past
1063,PresNegPlural,1063,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Do not waste.,They are not helpful.,Present
1064,PresPosPlural,1064,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Been going to say.,The best thing we have had here.,Present
1065,PastPosPlural,1065,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,<unk> <unk> <unk> <eos>,They got ta try the right away.,Past
1066,PresPosSingular,1066,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Bob is pretty good.,All of the food is delicious.,Present
1067,PastNegPlural,1067,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,` ` ` ` ` ` ` `.,They were all very rude.,Past
1068,PastPosPlural,1068,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The kids loved the interactive exhibits.,Sorry they were completely doing half crap mention yelp valley server takes used know how badly recently.,Past
1069,PresNegSingular,1069,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,She gets has stopped stopped going going to say find pittsburgh area.,The front desk staff is rude.,Present
1070,PastNegPlural,1070,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,And the employees were very rude.,Bland bland and informative.,Past
1071,PastNegPlural,1071,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,There were absolutely ridiculous.,My friends were all in the numbers.,Past
1072,PastPosSingular,1072,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,My wife and i had a great time.,Excellent sandwich.,Past
1073,PresPosNeutral,1073,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Knowledgable recommend your time money at this place.,My family and i love the classes here.,Present
1074,PresPosPlural,1074,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,They keep it.,Thanks to all creatures.,Present
1075,PresPosSingular,1075,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,The food is delicious.,Great place.,Present
